<p>
BTHO0397-00000004	신경학	신경학/NNG
BTHO0397-00048510	있다.	있/VV + 다/EF + ./SF
</p>
<p>
BTHO0397-00048511	특히	특히/MAG
BTHO0397-00048512	구역,	구역/NNG + ,/SP
BTHO0397-00048513	구토,	구토/NNG + ,/SP
BTHO0397-00048514	발한,	발한/NNG + ,/SP
BTHO0397-00048515	빈맥	빈맥/NNG
BTHO0397-00048516	등의	등/NNB + 의/JKG
BTHO0397-00048517	증상이	증상/NNG + 이/JKS
BTHO0397-00048518	동반하고	동반/NNG + 하/XSV + 고/EC
BTHO0397-00048519	있는가?	있/VX + 는가/EF + ?/SF
</p>
<p>
BTHO0397-00048520	방향	방향/NNG
BTHO0397-00048521	전환을	전환/NNG + 을/JKO
BTHO0397-00048522	할	하/VV + ᆯ/ETM
BTHO0397-00048523	때	때/NNG
BTHO0397-00048524	보행	보행/NNG
BTHO0397-00048525	장애가	장애/NNG + 가/JKS
BTHO0397-00048526	일어나는가?	일어나/VV + 는가/EF + ?/SF
</p>
<p>
BTHO0397-00048527	혹은	혹은/MAG
BTHO0397-00048528	불안정한	불/XPN + 안정/NNG + 하/XSA + ᆫ/ETM
BTHO0397-00048529	걸음걸이가	걸음걸이/NNG + 가/JKS
BTHO0397-00048530	있는가?	있/VV + 는가/EF + ?/SF
</p>
<p>
BTHO0397-00048531	어느	어느/MM
BTHO0397-00048532	방향에서	방향/NNG + 에서/JKB
BTHO0397-00048533	특히	특히/MAG
BTHO0397-00048534	현훈이	현훈/NNG + 이/JKS
BTHO0397-00048535	유발되는가?	유발/NNG + 되/XSV + 는가/EF + ?/SF
</p>
<p>
BTHO0397-00048536	등등을	등등/NNB + 을/JKO
BTHO0397-00048537	고려해야	고려/NNG + 하/XSV + 아야/EC
BTHO0397-00048538	한다.	하/VX + ᆫ다/EF + ./SF
</p>
<p>
BTHO0397-00048539	일반적으로	일반/NNG + 적/XSN + 으로/JKB
BTHO0397-00048540	말초성	말초/NNG + 성/XSN
BTHO0397-00048541	현훈은	현훈/NNG + 은/JX
BTHO0397-00048542	현기증의	현기증/NNG + 의/JKG
BTHO0397-00048543	성질이	성질/NNG + 이/JKS
BTHO0397-00048544	회전감을	회전감/NNG + 을/JKO
BTHO0397-00048545	포함하고	포함/NNG + 하/XSV + 고/EC
BTHO0397-00048546	있으며	있/VX + 으며/EC
BTHO0397-00048547	중추성	중추/NNG + 성/XSN
BTHO0397-00048548	현훈에서는	현훈/NNG + 에서/JKB + 는/JX
BTHO0397-00048549	불안정감을	불/XPN + 안정감/NNG + 을/JKO
BTHO0397-00048550	포함하고	포함/NNG + 하/XSV + 고/EC
BTHO0397-00048551	있다.	있/VX + 다/EF + ./SF
</p>
<p>
BTHO0397-00048552	현기증의	현기증/NNG + 의/JKG
BTHO0397-00048553	정도도	정도/NNG + 도/JX
BTHO0397-00048554	말초성이	말초/NNG + 성/XSN + 이/JKS
BTHO0397-00048555	중추성보다	중추/NNG + 성/XSN + 보다/JKB
BTHO0397-00048556	더	더/MAG
BTHO0397-00048557	극심하다고	극심/XR + 하/XSA + 다고/EC
BTHO0397-00048558	호소를	호소/NNG + 를/JKO
BTHO0397-00048559	한다.	하/VV + ᆫ다/EF + ./SF
</p>
<p>
BTHO0397-00048560	체위의	체위/NNG + 의/JKG
BTHO0397-00048561	변동에	변동/NNG + 에/JKB
BTHO0397-00048562	말초성은	말초/NNG + 성/XSN + 은/JX
BTHO0397-00048563	악화될	악화/NNG + 되/XSV + ᆯ/ETM
BTHO0397-00048564	수	수/NNB
BTHO0397-00048565	있으나	있/VV + 으나/EC
BTHO0397-00048566	중추성은	중추/NNG + 성/XSN + 은/JX
BTHO0397-00048567	일정하다.	일정/NNG + 하/XSA + 다/EF + ./SF
</p>
<p>
BTHO0397-00048568	그밖에	그/MM + 밖/NNG + 에/JKB
BTHO0397-00048569	동반	동반/NNG
BTHO0397-00048570	증상으로	증상/NNG + 으로/JKB
BTHO0397-00048571	말초성은	말초/NNG + 성/XSN + 은/JX
BTHO0397-00048572	이명이나	이명/NNG + 이나/JC
BTHO0397-00048573	난청을	난청/NNG + 을/JKO
BTHO0397-00048574	잘	잘/MAG
BTHO0397-00048575	동반하지만	동반/NNG + 하/XSV + 지만/EC
BTHO0397-00048576	중추성은	중추/NNG + 성/XSN + 은/JX
BTHO0397-00048577	신경계	신경/NNG + 계/XSN
BTHO0397-00048578	이상의	이상/NNG + 의/JKG
BTHO0397-00048579	징후들이	징후/NNG + 들/XSN + 이/JKS
BTHO0397-00048580	있어	있/VV + 어/EC
BTHO0397-00048581	병력	병력/NNG
BTHO0397-00048582	조사에서는	조사/NNG + 에서/JKB + 는/JX
BTHO0397-00048583	유의할	유의/NNG + 하/XSV + ᆯ/ETM
BTHO0397-00048584	필요가	필요/NNG + 가/JKS
BTHO0397-00048585	있다	있/VV + 다/EC
BTHO0397-00048586	(표	(/SS + 표/NNG
BTHO0397-00048587	11-1	11/SN + -/SS + 1/SN
BTHO0397-00048588	참조).	참조/NNG + )/SS + ./SF
</p>
<head>
BTHO0397-00048589	3)	3/SN + )/SS
BTHO0397-00048590	와우와	와우/NNP + 와/JC
BTHO0397-00048591	전정	전정/NNG
BTHO0397-00048592	신경	신경/NNG
BTHO0397-00048593	증상들이	증상/NNG + 들/XSN + 이/JKS
BTHO0397-00048594	함께	함께/MAG
BTHO0397-00048595	동반하고	동반/NNG + 하/XSV + 고/EC
BTHO0397-00048596	있는가?	있/VX + 는가/EF + ?/SF
</head>
<p>
BTHO0397-00048597	난청	난청/NNG
BTHO0397-00048598	혹은	혹은/MAG
BTHO0397-00048599	귀머거리	귀머거리/NNG
BTHO0397-00048600	등과	등/NNB + 과/JKB
BTHO0397-00048601	같은	같/VA + 은/ETM
BTHO0397-00048602	이러한	이러/XR + 하/XSA + ᆫ/ETM
BTHO0397-00048603	증상들이	증상/NNG + 들/XSN + 이/JKS
BTHO0397-00048604	어지러움증에	어지럽/VA + ᄆ/ETN + 증/NNG + 에/JKB
BTHO0397-00048605	함께	함께/MAG
BTHO0397-00048606	동반하고	동반/NNG + 하/XSV + 고/EC
BTHO0397-00048607	있다면,	있/VX + 다면/EC + ,/SP
BTHO0397-00048608	이는	이/NP + 는/JX
BTHO0397-00048609	제	제/XPN
BTHO0397-00048610	8	8/SN
BTHO0397-00048611	뇌신경의	뇌신경/NNG + 의/JKG
BTHO0397-00048612	양측성	양측/NNG + 성/XSN
BTHO0397-00048613	병변을	병변/NNG + 을/JKO
BTHO0397-00048614	의미하며	의미/NNG + 하/XSV + 며/EC
BTHO0397-00048615	양쪽	양쪽/NNG
BTHO0397-00048616	모두를	모두/NNG + 를/JKO
BTHO0397-00048617	침범한	침범/NNG + 하/XSV + ᆫ/ETM
BTHO0397-00048618	말초성	말초/NNG + 성/XSN
BTHO0397-00048619	질환을	질환/NNG + 을/JKO
BTHO0397-00048620	의미한다.	의미/NNG + 하/XSV + ᆫ다/EF + ./SF
</p>
<head>
BTHO0397-00048621	4)	4/SN + )/SS
BTHO0397-00048622	최근	최근/NNG
BTHO0397-00048623	외상을	외상/NNG + 을/JKO
BTHO0397-00048624	경험한	경험/NNG + 하/XSV + ᆫ/ETM
BTHO0397-00048625	적이	적/NNB + 이/JKS
BTHO0397-00048626	있었는가?	있/VV + 었/EP + 는가/EF + ?/SF
</head>
<p>
BTHO0397-00048627	특히	특히/MAG
BTHO0397-00048628	외상	외상/NNG
BTHO0397-00048629	후	후/NNG
BTHO0397-00048630	현훈을	현훈/NNG + 을/JKO
BTHO0397-00048631	감별할	감별/NNG + 하/XSV + ᆯ/ETM
BTHO0397-00048632	필요가	필요/NNG + 가/JKS
BTHO0397-00048633	있다.	있/VV + 다/EF + ./SF
</p>
<head>
BTHO0397-00048634	5)	5/SN + )/SS
BTHO0397-00048635	시야	시야/NNG
BTHO0397-00048636	변화,	변화/NNG + ,/SP
BTHO0397-00048637	마비,	마비/NNG + ,/SP
BTHO0397-00048638	감각	감각/NNG
BTHO0397-00048639	변동,	변동/NNG + ,/SP
BTHO0397-00048640	의식	의식/NNG
BTHO0397-00048641	변화	변화/NNG
BTHO0397-00048642	및	및/MAG
BTHO0397-00048643	두통	두통/NNG
BTHO0397-00048644	등	등/NNB
BTHO0397-00048645	신경학적	신경학/NNG + 적/XSN
BTHO0397-00048646	증상들이	증상/NNG + 들/XSN + 이/JKS
BTHO0397-00048647	동반하고	동반/NNG + 하/XSV + 고/EC
BTHO0397-00048648	있는가?	있/VX + 는가/EF + ?/SF
</head>
<p>
BTHO0397-00048649	이러한	이러/XR + 하/XSA + ᆫ/ETM
BTHO0397-00048650	증상들이	증상/NNG + 들/XSN + 이/JKS
BTHO0397-00048651	동반된	동반/NNG + 되/XSV + ᆫ/ETM
BTHO0397-00048652	경우라면	경우/NNG + 이/VCP + 라면/EC
BTHO0397-00048653	전신성	전신/NNG + 성/XSN
BTHO0397-00048654	장애에서	장애/NNG + 에서/JKB
BTHO0397-00048655	기인하는	기인/NNG + 하/XSV + 는/ETM
BTHO0397-00048656	경우로	경우/NNG + 로/JKB
BTHO0397-00048657	생각하거나	생각/NNG + 하/XSV + 거나/EC
BTHO0397-00048658	신경학적	신경학/NNG + 적/XSN
BTHO0397-00048659	장애에서	장애/NNG + 에서/JKB
BTHO0397-00048660	기인하는	기인/NNG + 하/XSV + 는/ETM
BTHO0397-00048661	경우를	경우/NNG + 를/JKO
BTHO0397-00048662	생각할	생각/NNG + 하/XSV + ᆯ/ETM
BTHO0397-00048663	수	수/NNB
BTHO0397-00048664	있다.	있/VV + 다/EF + ./SF
</p>
<head>
BTHO0397-00048665	6)	6/SN + )/SS
BTHO0397-00048666	손과	손/NNG + 과/JC
BTHO0397-00048667	발에서	발/NNG + 에서/JKB
BTHO0397-00048668	저린	저리/VA + ᆫ/ETM
BTHO0397-00048669	느낌	느낌/NNG
BTHO0397-00048670	(numbness),	(/SS + numbness/SL + )/SS + ,/SP
BTHO0397-00048671	시야	시야/NNG
BTHO0397-00048672	장애	장애/NNG
BTHO0397-00048673	(visual	(/SS + visual/SL
BTHO0397-00048674	field	field/SL
BTHO0397-00048675	de'fects)	de/SL + '/SW + fects/SL + )/SS
BTHO0397-00048676	또는	또는/MAG
BTHO0397-00048677	당뇨나	당뇨/NNG + 나/JC
BTHO0397-00048678	빈혈의	빈혈/NNG + 의/JKG
BTHO0397-00048679	병력은	병력/NNG + 은/JX
BTHO0397-00048680	없었는가?	없/VA + 었/EP + 는가/EF + ?/SF
</head>
<p>
BTHO0397-00048681	노인들의	노인/NNG + 들/XSN + 의/JKG
BTHO0397-00048682	경우에서나	경우/NNG + 에서/JKB + 나/JX
BTHO0397-00048683	또는	또는/MAG
BTHO0397-00048684	만성적	만성/NNG + 적/XSN
BTHO0397-00048685	무능력	무/XPN + 능력/NNG
BTHO0397-00048686	상태의	상태/NNG + 의/JKG
BTHO0397-00048687	환자들에서는	환자/NNG + 들/XSN + 에서/JKB + 는/JX
BTHO0397-00048688	감각	감각/NNG
BTHO0397-00048689	장애에서	장애/NNG + 에서/JKB
BTHO0397-00048690	발생하는	발생/NNG + 하/XSV + 는/ETM
BTHO0397-00048691	환자가	환자/NNG + 가/JKS
BTHO0397-00048692	느끼는	느끼/VV + 는/ETM
BTHO0397-00048693	감각	감각/NNG
BTHO0397-00048694	상실	상실/NNG
BTHO0397-00048695	(sensory	(/SS + sensory/SL
BTHO0397-00048696	loss)을	loss/SL + )/SS + 을/JKO
BTHO0397-00048697	현기증으로	현기증/NNG + 으로/JKB
BTHO0397-00048698	표현하기도	표현/NNG + 하/XSV + 기/ETN + 도/JX
BTHO0397-00048699	하며,	하/VX + 며/EC + ,/SP
BTHO0397-00048700	또한	또한/MAG
BTHO0397-00048701	이러한	이러/XR + 하/XSA + ᆫ/ETM
BTHO0397-00048702	점들이	점/NNG + 들/XSN + 이/JKS
BTHO0397-00048703	환경적	환경/NNG + 적/XSN
BTHO0397-00048704	지남력	지남력/NNG
BTHO0397-00048705	장애	장애/NNG
BTHO0397-00048706	(enviromental	(/SS + enviromental/SL
BTHO0397-00048707	disorientation)이나	disorientation/SL + )/SS + 이나/JC
BTHO0397-00048708	감각	감각/NNG
BTHO0397-00048709	박탈	박탈/NNG
BTHO0397-00048710	(sen'sory	(/SS + sen/SL + '/SW + sory/SL
BTHO0397-00048711	deprivation)을	deprivation/SL + )/SS + 을/JKO
BTHO0397-00048712	의미할	의미/NNG + 하/XSV + ᆯ/ETM
BTHO0397-00048713	수도	수/NNB + 도/JX
BTHO0397-00048714	있다.	있/VV + 다/EF + ./SF
</p>
<head>
BTHO0397-00048715	7)	7/SN + )/SS
BTHO0397-00048716	빈맥,	빈맥/NNG + ,/SP
BTHO0397-00048717	심계항진	심계/NNG + 항진/NNG
BTHO0397-00048718	혹은	혹은/MAG
BTHO0397-00048719	협심증적	협심증/NNG + 적/XSN
BTHO0397-00048720	통증	통증/NNG
BTHO0397-00048721	등과	등/NNB + 과/JKB
BTHO0397-00048722	같은	같/VA + 은/ETM
BTHO0397-00048723	심장	심장/NNG
BTHO0397-00048724	질환의	질환/NNG + 의/JKG
BTHO0397-00048725	증상들은	증상/NNG + 들/XSN + 은/JX
BTHO0397-00048726	없는가?	없/VA + 는가/EF + ?/SF
</head>
<head>
BTHO0397-00048727	8)	8/SN + )/SS
BTHO0397-00048728	망상,	망상/NNG + ,/SP
BTHO0397-00048729	환각,	환각/NNG + ,/SP
BTHO0397-00048730	기타	기타/NNG
BTHO0397-00048731	사고	사고/NNG
BTHO0397-00048732	장애,	장애/NNG + ,/SP
BTHO0397-00048733	기행증적	기행증/NNG + 적/XSN
BTHO0397-00048734	행동	행동/NNG
BTHO0397-00048735	혹은	혹은/MAG
BTHO0397-00048736	우울증과	우울증/NNG + 과/JC
BTHO0397-00048737	같은	같/VA + 은/ETM
BTHO0397-00048738	정신	정신/NNG
BTHO0397-00048739	증상은	증상/NNG + 은/JX
BTHO0397-00048740	없는가?	없/VA + 는가/EF + ?/SF
</head>
<p>
BTHO0397-00048741	불안의	불안/NNG + 의/JKG
BTHO0397-00048742	증상들이	증상/NNG + 들/XSN + 이/JKS
BTHO0397-00048743	과호흡증	과/XPN + 호흡증/NNG
BTHO0397-00048744	(hyperventilation)을	(/SS + hyperventilation/SL + )/SS + 을/JKO
BTHO0397-00048745	일으키면서	일으키/VV + 면서/EC
BTHO0397-00048746	어지러움증을	어지럽/VA + ᄆ/ETN + 증/NNG + 을/JKO
BTHO0397-00048747	동반하거나	동반/NNG + 하/XSV + 거나/EC
BTHO0397-00048748	환자들이	환자/NNG + 들/XSN + 이/JKS
BTHO0397-00048749	호소한다.	호소/NNG + 하/XSV + ᆫ다/EF + ./SF
</p>
<p>
BTHO0397-00048750	임상적으로	임상/NNG + 적/XSN + 으로/JKB
BTHO0397-00048751	불안이나	불안/NNG + 이나/JC
BTHO0397-00048752	혹은	혹은/MAG
BTHO0397-00048753	정신	정신/NNG
BTHO0397-00048754	증상의	증상/NNG + 의/JKG
BTHO0397-00048755	일부로	일부/NNG + 로/JKB
BTHO0397-00048756	현기증을	현기증/NNG + 을/JKO
BTHO0397-00048757	호소하는	호소/NNG + 하/XSV + 는/ETM
BTHO0397-00048758	수도	수/NNB + 도/JX
BTHO0397-00048759	있으며,	있/VV + 으며/EC + ,/SP
BTHO0397-00048760	이러한	이러/XR + 하/XSA + ᆫ/ETM
BTHO0397-00048761	정신적	정신/NNG + 적/XSN
BTHO0397-00048762	증상	증상/NNG
BTHO0397-00048763	이외에도	이외/NNG + 에/JKB + 도/JX
BTHO0397-00048764	정신병적	정신병/NNG + 적/XSN
BTHO0397-00048765	증상에서	증상/NNG + 에서/JKB
BTHO0397-00048766	동반되는	동반/NNG + 되/XSV + 는/ETM
BTHO0397-00048767	경우는	경우/NNG + 는/JX
BTHO0397-00048768	없는가	없/VA + 는가/EC
BTHO0397-00048769	유의할	유의/NNG + 하/XSV + ᆯ/ETM
BTHO0397-00048770	필요가	필요/NNG + 가/JKS
BTHO0397-00048771	있다.	있/VV + 다/EF + ./SF
</p>
<head>
BTHO0397-00048772	9)	9/SN + )/SS
BTHO0397-00048773	특히	특히/MAG
BTHO0397-00048774	50세	50/SN + 세/NNB
BTHO0397-00048775	이후	이후/NNG
BTHO0397-00048776	환자들에서는	환자/NNG + 들/XSN + 에서/JKB + 는/JX
BTHO0397-00048777	일과성	일과/NNG + 성/XSN
BTHO0397-00048778	허혈	허혈/NNG
BTHO0397-00048779	발작	발작/NNG
BTHO0397-00048780	증상의	증상/NNG + 의/JKG
BTHO0397-00048781	삽화는	삽화/NNG + 는/JX
BTHO0397-00048782	없었는가?	없/VA + 었/EP + 는가/EF + ?/SF
</head>
<p>
BTHO0397-00048783	나이든	나이/NNG + 들/VV + ᆫ/ETM
BTHO0397-00048784	환자들에서,	환자/NNG + 들/XSN + 에서/JKB + ,/SP
BTHO0397-00048785	특히	특히/MAG
BTHO0397-00048786	고혈압이나	고/XPN + 혈압/NNG + 이나/JC
BTHO0397-00048787	당뇨병이	당뇨병/NNG + 이/JKS
BTHO0397-00048788	있으면,	있/VV + 으면/EC + ,/SP
BTHO0397-00048789	반복적	반복/NNG + 적/XSN
BTHO0397-00048790	현기증이	현기증/NNG + 이/JKS
BTHO0397-00048791	일과성	일과/NNG + 성/XSN
BTHO0397-00048792	허혈	허혈/NNG
BTHO0397-00048793	상태에서	상태/NNG + 에서/JKB
BTHO0397-00048794	기인한	기인/NNG + 하/XSV + ᆫ/ETM
BTHO0397-00048795	것인지	것/NNB + 이/VCP + ᆫ지/EC
BTHO0397-00048796	또는	또는/MAG
BTHO0397-00048797	기타	기타/NNG
BTHO0397-00048798	척추뇌저성	척추/NNG + 뇌/NNG + 저/NNG + 성/XSN
BTHO0397-00048799	허혈	허혈/NNG
BTHO0397-00048800	(vertebrobasilar	(/SS + vertebrobasilar/SL
BTHO0397-00048801	ischemia)에서	ischemia/SL + )/SS + 에서/JKB
BTHO0397-00048802	기인하는	기인/NNG + 하/XSV + 는/ETM
BTHO0397-00048803	것인지	것/NNB + 이/VCP + ᆫ지/EC
BTHO0397-00048804	자세히	자세히/MAG
BTHO0397-00048805	문진할	문진/NNG + 하/XSV + ᆯ/ETM
BTHO0397-00048806	필요가	필요/NNG + 가/JKS
BTHO0397-00048807	있다.	있/VV + 다/EF + ./SF
</p>
<head>
BTHO0397-00048808	10)	10/SN + )/SS
BTHO0397-00048809	현기증이나	현기증/NNG + 이나/JC
BTHO0397-00048810	청력	청력/NNG
BTHO0397-00048811	상실의	상실/NNG + 의/JKG
BTHO0397-00048812	가족력이	가족력/NNG + 이/JKS
BTHO0397-00048813	있는가?	있/VV + 는가/EF + ?/SF
</head>
<p>
BTHO0397-00048814	드물게	드물/VA + 게/EC
BTHO0397-00048815	발견되는	발견/NNG + 되/XSV + 는/ETM
BTHO0397-00048816	변성적	변성/NNG + 적/XSN
BTHO0397-00048817	질환들에서	질환/NNG + 들/XSN + 에서/JKB
BTHO0397-00048818	기타	기타/NNG
BTHO0397-00048819	신경학적	신경학/NNG + 적/XSN
BTHO0397-00048820	증상들과	증상/NNG + 들/XSN + 과/JKB
BTHO0397-00048821	더불어	더불/VV + 어/EC
BTHO0397-00048822	청력	청력/NNG
BTHO0397-00048823	상실의	상실/NNG + 의/JKG
BTHO0397-00048824	가능성이	가능/NNG + 성/XSN + 이/JKS
BTHO0397-00048825	있다.	있/VV + 다/EF + ./SF
</p>
<p>
BTHO0397-00048826	특히	특히/MAG
BTHO0397-00048827	불안정감,	불/XPN + 안정감/NNG + ,/SP
BTHO0397-00048828	허공에	허공/NNG + 에/JKB
BTHO0397-00048829	뜨는	뜨/VV + 는/ETM
BTHO0397-00048830	느낌,	느낌/NNG + ,/SP
BTHO0397-00048831	휘청거림	휘청거리/VV + ᄆ/ETN
BTHO0397-00048832	등의	등/NNB + 의/JKG
BTHO0397-00048833	실조성	실조/NNG + 성/XSN
BTHO0397-00048834	증상과	증상/NNG + 과/JKB
BTHO0397-00048835	결부되는	결부/NNG + 되/XSV + 는/ETM
BTHO0397-00048836	경우는	경우/NNG + 는/JX
BTHO0397-00048837	중추	중추/NNG
BTHO0397-00048838	신경계	신경/NNG + 계/XSN
BTHO0397-00048839	질환을	질환/NNG + 을/JKO
BTHO0397-00048840	검토할	검토/NNG + 하/XSV + ᆯ/ETM
BTHO0397-00048841	필요가	필요/NNG + 가/JKS
BTHO0397-00048842	있다.	있/VV + 다/EF + ./SF
</p>
<p>
BTHO0397-00048843	이러한	이러/XR + 하/XSA + ᆫ/ETM
BTHO0397-00048844	세밀한	세밀/XR + 하/XSA + ᆫ/ETM
BTHO0397-00048845	병력	병력/NNG
BTHO0397-00048846	조사와	조사/NNG + 와/JC
BTHO0397-00048847	이학적	이학/NNG + 적/XSN
BTHO0397-00048848	검사는	검사/NNG + 는/JX
BTHO0397-00048849	흔히	흔히/MAG
BTHO0397-00048850	진성	진성/NNG
BTHO0397-00048851	현훈과	현훈/NNG + 과/JC
BTHO0397-00048852	불안한	불안/NNG + 하/XSA + ᆫ/ETM
BTHO0397-00048853	환자들이	환자/NNG + 들/XSN + 이/JKS
BTHO0397-00048854	호소하는	호소/NNG + 하/XSV + 는/ETM
BTHO0397-00048855	현기증이나	현기증/NNG + 이나/JC
BTHO0397-00048856	기타	기타/NNG
BTHO0397-00048857	가성	가성/NNG
BTHO0397-00048858	현훈을	현훈/NNG + 을/JKO
BTHO0397-00048859	구분하는데	구분/NNG + 하/XSV + 는데/EC
BTHO0397-00048860	기초가	기초/NNG + 가/JKC
BTHO0397-00048861	될	되/VV + ᆯ/ETM
BTHO0397-00048862	수	수/NNB
BTHO0397-00048863	있다.	있/VV + 다/EF + ./SF
</p>
<p>
BTHO0397-00048864	환자가	환자/NNG + 가/JKS
BTHO0397-00048865	환경에서의	환경/NNG + 에서/JKB + 의/JKG
BTHO0397-00048866	대상이	대상/NNG + 이/JKS
BTHO0397-00048867	어느	어느/MM
BTHO0397-00048868	한쪽	한쪽/NNG
BTHO0397-00048869	방향으로	방향/NNG + 으로/JKB
BTHO0397-00048870	움직이거나	움직이/VV + 거나/EC
BTHO0397-00048871	돌아간다고	돌아가/VV + ᆫ다고/EC
BTHO0397-00048872	설명하는	설명/NNG + 하/XSV + 는/ETM
BTHO0397-00048873	경우나	경우/NNG + 나/JC
BTHO0397-00048874	또는	또는/MAG
BTHO0397-00048875	환자	환자/NNG
BTHO0397-00048876	자신의	자신/NNG + 의/JKG
BTHO0397-00048877	머리나	머리/NNG + 나/JC
BTHO0397-00048878	몸통이	몸통/NNG + 이/JKS
BTHO0397-00048879	회전하는	회전/NNG + 하/XSV + 는/ETM
BTHO0397-00048880	느낌이라고	느낌/NNG + 이/VCP + 라고/EC
BTHO0397-00048881	설명한다면	설명/NNG + 하/XSV + ᆫ다면/EC
BTHO0397-00048882	현훈을	현훈/NNG + 을/JKO
BTHO0397-00048883	파악하기는	파악/NNG + 하/XSV + 기/ETN + 는/JX
BTHO0397-00048884	어렵지	어렵/VA + 지/EC
BTHO0397-00048885	않다.	않/VX + 다/EF + ./SF
</p>
<p>
BTHO0397-00048886	즉	즉/MAG
BTHO0397-00048887	환자	환자/NNG
BTHO0397-00048888	자신이	자신/NNG + 이/JKS
BTHO0397-00048889	돌아가는	돌아가/VV + 는/ETM
BTHO0397-00048890	느낌이라면	느낌/NNG + 이/VCP + 라면/EC
BTHO0397-00048891	주관적	주관/NNG + 적/XSN
BTHO0397-00048892	현훈	현훈/NNG
BTHO0397-00048893	(subjective	(/SS + subjective/SL
BTHO0397-00048894	vertigo)을	vertigo/SL + )/SS + 을/JKO
BTHO0397-00048895	의미하는	의미/NNG + 하/XSV + 는/ETM
BTHO0397-00048896	것이며,	것/NNB + 이/VCP + 며/EC + ,/SP
BTHO0397-00048897	주위	주위/NNG
BTHO0397-00048898	환경이	환경/NNG + 이/JKS
BTHO0397-00048899	돌아가는	돌아가/VV + 는/ETM
BTHO0397-00048900	착각이라면	착각/NNG + 이/VCP + 라면/EC
BTHO0397-00048901	객관적	객관/NNG + 적/XSN
BTHO0397-00048902	현훈	현훈/NNG
BTHO0397-00048903	(objective	(/SS + objective/SL
BTHO0397-00048904	vertigo)이라고	vertigo/SL + )/SS + 이/VCP + 라고/EC
BTHO0397-00048905	부른다.	부르/VV + ᆫ다/EF + ./SF
</p>
<p>
BTHO0397-00048906	그러나	그러나/MAJ
BTHO0397-00048907	실제로는	실제로/MAG + 는/JX
BTHO0397-00048908	환자들이	환자/NNG + 들/XSN + 이/JKS
BTHO0397-00048909	몸이	몸/NNG + 이/JKS
BTHO0397-00048910	앞뒤로	앞뒤/NNG + 로/JKB
BTHO0397-00048911	흔들린다	흔들리/VV + ᆫ다/EC
BTHO0397-00048912	또는	또는/MAG
BTHO0397-00048913	상하로	상하/NNG + 로/JKB
BTHO0397-00048914	움직인다	움직이/VV + ᆫ다/EC
BTHO0397-00048915	등등의	등등/NNB + 의/JKG
BTHO0397-00048916	설명인	설명/NNG + 이/VCP + ᆫ/ETM
BTHO0397-00048917	경우는	경우/NNG + 는/JX
BTHO0397-00048918	파악하기가	파악/NNG + 하/XSV + 기/ETN + 가/JKS
BTHO0397-00048919	쉽지	쉽/VA + 지/EC
BTHO0397-00048920	않다.	않/VX + 다/EF + ./SF
</p>
<p>
BTHO0397-00048921	또한	또한/MAG
BTHO0397-00048922	가성	가성/NNG
BTHO0397-00048923	현훈	현훈/NNG
BTHO0397-00048924	(pseudovertigo)이나	(/SS + pseudovertigo/SL + )/SS + 이나/JC
BTHO0397-00048925	아찔함	아찔/XR + 하/XSA + ᄆ/ETN
BTHO0397-00048926	(giddi'ness)과	(/SS + giddi/SL + '/SW + ness/SL + )/SS + 과/JKB
BTHO0397-00048927	같은	같/VA + 은/ETM
BTHO0397-00048928	상태들은	상태/NNG + 들/XSN + 은/JX
BTHO0397-00048929	심한	심하/VA + ᆫ/ETM
BTHO0397-00048930	빈혈,	빈혈/NNG + ,/SP
BTHO0397-00048931	대동맥	대/XPN + 동맥/NNG
BTHO0397-00048932	협착,	협착/NNG + ,/SP
BTHO0397-00048933	저혈당증,	저/XPN + 혈당증/NNG + ,/SP
BTHO0397-00048934	혈관성	혈관/NNG + 성/XSN
BTHO0397-00048935	실신,	실신/NNG + ,/SP
BTHO0397-00048936	불안	불안/NNG
BTHO0397-00048937	신경증,	신경증/NNG + ,/SP
BTHO0397-00048938	기립성	기립/NNG + 성/XSN
BTHO0397-00048939	저혈압증,	저/XPN + 혈압증/NNG + ,/SP
BTHO0397-00048940	다발신경병증,	다발/NNG + 신경병증/NNG + ,/SP
BTHO0397-00048941	약물	약물/NNG
BTHO0397-00048942	중독	중독/NNG
BTHO0397-00048943	상태	상태/NNG
BTHO0397-00048944	등에서	등/NNB + 에서/JKB
BTHO0397-00048945	발생할	발생/NNG + 하/XSV + ᆯ/ETM
BTHO0397-00048946	수도	수/NNB + 도/JX
BTHO0397-00048947	있다.	있/VV + 다/EF + ./SF
