<head>
BTHO0394-00000003	문제의	문제/NNG + 의/JKG
BTHO0394-00009361	하자.	하/VX + 자/EF + ./SF
</p>
<p>
BTHO0394-00009362	앞서	앞서/MAG
BTHO0394-00009363	제1장에서	제/XPN + 1/SN + 장/NNG + 에서/JKB
BTHO0394-00009364	잠시	잠시/MAG
BTHO0394-00009365	살펴본	살펴보/VV + ᆫ/ETM
BTHO0394-00009366	바와	바/NNB + 와/JKB
BTHO0394-00009367	같이,	같이/MAG + ,/SP
BTHO0394-00009368	우리나라	우리나라/NNG
BTHO0394-00009369	이공계	이공/NNG + 계/XSN
BTHO0394-00009370	대학이	대학/NNG + 이/JKS
BTHO0394-00009371	갖는	갖/VV + 는/ETM
BTHO0394-00009372	여러	여러/MM
BTHO0394-00009373	문제는	문제/NNG + 는/JX
BTHO0394-00009374	우리나라	우리나라/NNG
BTHO0394-00009375	대학이	대학/NNG + 이/JKS
BTHO0394-00009376	경쟁력을	경쟁력/NNG + 을/JKO
BTHO0394-00009377	갖지	갖/VV + 지/EC
BTHO0394-00009378	못하는데	못/MAG + 하/XSV + 는데/EC
BTHO0394-00009379	기인하고	기인/NNG + 하/XSV + 고/EC
BTHO0394-00009380	있다.	있/VX + 다/EF + ./SF
</p>
<p>
BTHO0394-00009381	이와	이/NP + 와/JKB
BTHO0394-00009382	같은	같/VA + 은/ETM
BTHO0394-00009383	경쟁력	경쟁력/NNG
BTHO0394-00009384	상실을	상실/NNG + 을/JKO
BTHO0394-00009385	국내	국내/NNG
BTHO0394-00009386	연구인력의	연구/NNG + 인력/NNG + 의/JKG
BTHO0394-00009387	경시와	경시/NNG + 와/JC
BTHO0394-00009388	이에	이/NP + 에/JKB
BTHO0394-00009389	따른	따르/VV + ᆫ/ETM
BTHO0394-00009390	국내	국내/NNG
BTHO0394-00009391	이공계	이공/NNG + 계/XSN
BTHO0394-00009392	대학원의	대학원/NNG + 의/JKG
BTHO0394-00009393	기피를	기피/NNG + 를/JKO
BTHO0394-00009394	초래하고	초래/NNG + 하/XSV + 고/EC
BTHO0394-00009395	이는	이/NP + 는/JX
BTHO0394-00009396	다시	다시/MAG
BTHO0394-00009397	경쟁력의	경쟁력/NNG + 의/JKG
BTHO0394-00009398	저하를	저하/NNG + 를/JKO
BTHO0394-00009399	초래하는	초래/NNG + 하/XSV + 는/ETM
BTHO0394-00009400	악순환을	악순환/NNG + 을/JKO
BTHO0394-00009401	형성하고	형성/NNG + 하/XSV + 고/EC
BTHO0394-00009402	있다.	있/VX + 다/EF + ./SF
</p>
<p>
BTHO0394-00009403	따라서,	따라서/MAJ + ,/SP
BTHO0394-00009404	이공계	이공/NNG + 계/XSN
BTHO0394-00009405	대학의	대학/NNG + 의/JKG
BTHO0394-00009406	연구경쟁력	연구/NNG + 경쟁력/NNG
BTHO0394-00009407	강화를	강화/NNG + 를/JKO
BTHO0394-00009408	위해서	위하/VV + 아서/EC
BTHO0394-00009409	정부가	정부/NNG + 가/JKS
BTHO0394-00009410	해야	하/VV + 아야/EC
BTHO0394-00009411	할	하/VX + ᆯ/ETM
BTHO0394-00009412	일은	일/NNG + 은/JX
BTHO0394-00009413	이공계	이공/NNG + 계/XSN
BTHO0394-00009414	대학의	대학/NNG + 의/JKG
BTHO0394-00009415	시스템이	시스템/NNG + 이/JKS
BTHO0394-00009416	현재의	현재/NNG + 의/JKG
BTHO0394-00009417	악순환에서	악순환/NNG + 에서/JKB
BTHO0394-00009418	탈피하여	탈피/NNG + 하/XSV + 아/EC
BTHO0394-00009419	선순환으로	선/NNG + 순환/NNG + 으로/JKB
BTHO0394-00009420	진입하도록	진입/NNG + 하/XSV + 도록/EC
BTHO0394-00009421	하는	하/VX + 는/ETM
BTHO0394-00009422	계기를	계기/NNG + 를/JKO
BTHO0394-00009423	마련해	마련/NNG + 하/XSV + 아/EC
BTHO0394-00009424	주어야	주/VX + 어야/EC
BTHO0394-00009425	한다.	하/VX + ᆫ다/EF + ./SF
</p>
<p>
BTHO0394-00009426	이를	이/NP + 를/JKO
BTHO0394-00009427	위해서는	위하/VV + 아서/EC + 는/JX
BTHO0394-00009428	이공계	이공/NNG + 계/XSN
BTHO0394-00009429	대학원생에	대학원/NNG + 생/XSN + 에/JKB
BTHO0394-00009430	대한	대하/VV + ᆫ/ETM
BTHO0394-00009431	장학금	장학금/NNG
BTHO0394-00009432	지급	지급/NNG
BTHO0394-00009433	등	등/NNB
BTHO0394-00009434	외형적이고	외형/NNG + 적/XSN + 이/VCP + 고/EC
BTHO0394-00009435	단편적인	단편/NNG + 적/XSN + 이/VCP + ᆫ/ETM
BTHO0394-00009436	대책보다는	대책/NNG + 보다/JKB + 는/JX
BTHO0394-00009437	이공계	이공/NNG + 계/XSN
BTHO0394-00009438	대학이	대학/NNG + 이/JKS
BTHO0394-00009439	경쟁력	경쟁력/NNG
BTHO0394-00009440	강화를	강화/NNG + 를/JKO
BTHO0394-00009441	위해	위하/VV + 아/EC
BTHO0394-00009442	대학이	대학/NNG + 이/JKS
BTHO0394-00009443	스스로	스스로/MAG
BTHO0394-00009444	움직이도록	움직이/VV + 도록/EC
BTHO0394-00009445	하는	하/VX + 는/ETM
BTHO0394-00009446	시스템을	시스템/NNG + 을/JKO
BTHO0394-00009447	마련해	마련/NNG + 하/XSV + 아/EC
BTHO0394-00009448	줌으로써	주/VX + ᄆ/ETN + 으로써/JKB
BTHO0394-00009449	이공계	이공/NNG + 계/XSN
BTHO0394-00009450	대학으로	대학/NNG + 으로/JKB
BTHO0394-00009451	하여금	하여금/MAG
BTHO0394-00009452	지식기반사회에서	지식/NNG + 기반/NNG + 사회/NNG + 에서/JKB
BTHO0394-00009453	국가경쟁력의	국가/NNG + 경쟁력/NNG + 의/JKG
BTHO0394-00009454	원천이	원천/NNG + 이/JKC
BTHO0394-00009455	되도록	되/VV + 도록/EC
BTHO0394-00009456	하는	하/VX + 는/ETM
BTHO0394-00009457	방안을	방안/NNG + 을/JKO
BTHO0394-00009458	모색해야	모색/NNG + 하/XSV + 아야/EC
BTHO0394-00009459	할	하/VX + ᆯ/ETM
BTHO0394-00009460	것이다.	것/NNB + 이/VCP + 다/EF + ./SF
</p>
<head>
BTHO0394-00009461	제	제/XPN
BTHO0394-00009462	7	7/SN
BTHO0394-00009463	장	장/NNP
</head>
<head>
BTHO0394-00009464	대학의	대학/NNG + 의/JKG
BTHO0394-00009465	자율성을	자율/NNG + 성/XSN + 을/JKO
BTHO0394-00009466	보장하고	보장/NNG + 하/XSV + 고/EC
BTHO0394-00009467	기능을	기능/NNG + 을/JKO
BTHO0394-00009468	다양화하자	다양/NNG + 화/XSN + 하/XSV + 자/EC
</head>
<p>
BTHO0394-00009469	이공계	이공/NNG + 계/XSN
BTHO0394-00009470	대학의	대학/NNG + 의/JKG
BTHO0394-00009471	경쟁력을	경쟁력/NNG + 을/JKO
BTHO0394-00009472	강화하기	강화/NNG + 하/XSV + 기/ETN
BTHO0394-00009473	위해서는	위하/VV + 아서/EC + 는/JX
BTHO0394-00009474	우선	우선/MAG
BTHO0394-00009475	대학의	대학/NNG + 의/JKG
BTHO0394-00009476	자율성을	자율/NNG + 성/XSN + 을/JKO
BTHO0394-00009477	보장해	보장/NNG + 하/XSV + 아/EC
BTHO0394-00009478	주어야	주/VX + 어야/EC
BTHO0394-00009479	한다.	하/VX + ᆫ다/EF + ./SF
</p>
<p>
BTHO0394-00009480	느닷없이	느닷없이/MAG
BTHO0394-00009481	대학의	대학/NNG + 의/JKG
BTHO0394-00009482	자율성이	자율/NNG + 성/XSN + 이/JKS
BTHO0394-00009483	경쟁력과	경쟁력/NNG + 과/JC
BTHO0394-00009484	무슨	무슨/MM
BTHO0394-00009485	관계가	관계/NNG + 가/JKS
BTHO0394-00009486	있느냐고	있/VV + 느냐고/EC
BTHO0394-00009487	반문할	반문/NNG + 하/XSV + ᆯ/ETM
BTHO0394-00009488	수도	수/NNB + 도/JX
BTHO0394-00009489	있지만,	있/VV + 지만/EC + ,/SP
BTHO0394-00009490	대학이	대학/NNG + 이/JKS
BTHO0394-00009491	대학	대학/NNG
BTHO0394-00009492	자신에	자신/NNG + 에/JKB
BTHO0394-00009493	관련된	관련/NNG + 되/XSV + ᆫ/ETM
BTHO0394-00009494	문제를	문제/NNG + 를/JKO
BTHO0394-00009495	스스로	스스로/MAG
BTHO0394-00009496	결정할	결정/NNG + 하/XSV + ᆯ/ETM
BTHO0394-00009497	수	수/NNB
BTHO0394-00009498	없을	없/VA + 을/ETM
BTHO0394-00009499	때	때/NNG
BTHO0394-00009500	그	그/MM
BTHO0394-00009501	대학은	대학/NNG + 은/JX
BTHO0394-00009502	경쟁에서	경쟁/NNG + 에서/JKB
BTHO0394-00009503	낙오할	낙오/NNG + 하/XSV + ᆯ/ETM
BTHO0394-00009504	수밖에	수/NNB + 밖에/JX
BTHO0394-00009505	없으므로	없/VA + 으므로/EC
BTHO0394-00009506	경쟁력을	경쟁력/NNG + 을/JKO
BTHO0394-00009507	논하기	논하/VV + 기/ETN
BTHO0394-00009508	위해서는	위하/VV + 아서/EC + 는/JX
BTHO0394-00009509	반드시	반드시/MAG
BTHO0394-00009510	자율이	자율/NNG + 이/JKS
BTHO0394-00009511	선행되어야	선행/NNG + 되/XSV + 어야/EC
BTHO0394-00009512	하기	하/VX + 기/ETN
BTHO0394-00009513	때문이다.	때문/NNB + 이/VCP + 다/EF + ./SF
</p>
<p>
BTHO0394-00009514	물론,	물론/MAG + ,/SP
BTHO0394-00009515	여기서	여기/NP + 서/JKB
BTHO0394-00009516	이야기하는	이야기/NNG + 하/XSV + 는/ETM
BTHO0394-00009517	경쟁은	경쟁/NNG + 은/JX
BTHO0394-00009518	'국내'에	'/SS + 국내/NNG + '/SS + 에/JKB
BTHO0394-00009519	한정된	한정/NNG + 되/XSV + ᆫ/ETM
BTHO0394-00009520	경쟁이	경쟁/NNG + 이/JKC
BTHO0394-00009521	아니다.	아니/VCN + 다/EF + ./SF
</p>
<p>
BTHO0394-00009522	이미	이미/MAG
BTHO0394-00009523	우리나라	우리나라/NNG
BTHO0394-00009524	이공계	이공/NNG + 계/XSN
BTHO0394-00009525	대학이	대학/NNG + 이/JKS
BTHO0394-00009526	갖는	갖/VV + 는/ETM
BTHO0394-00009527	문제들은	문제/NNG + 들/XSN + 은/JX
BTHO0394-00009528	'국내'에만	'/SS + 국내/NNG + '/SS + 에/JKB + 만/JX
BTHO0394-00009529	관련되어	관련/NNG + 되/XSV + 어/EC
BTHO0394-00009530	있는	있/VX + 는/ETM
BTHO0394-00009531	것이	것/NNB + 이/JKC
BTHO0394-00009532	아니고	아니/VCN + 고/EC
BTHO0394-00009533	'세계'의	'/SS + 세계/NNG + '/SS + 의/JKG
BTHO0394-00009534	우수한	우수/NNG + 하/XSA + ᆫ/ETM
BTHO0394-00009535	대학들과	대학/NNG + 들/XSN + 과/JKB
BTHO0394-00009536	깊이	깊이/MAG
BTHO0394-00009537	연관되어	연관/NNG + 되/XSV + 어/EC
BTHO0394-00009538	있다.	있/VX + 다/EF + ./SF
</p>
<p>
BTHO0394-00009539	따라서	따라서/MAJ
BTHO0394-00009540	대학의	대학/NNG + 의/JKG
BTHO0394-00009541	경쟁은	경쟁/NNG + 은/JX
BTHO0394-00009542	국내	국내/NNG
BTHO0394-00009543	대학들	대학/NNG + 들/XSN
BTHO0394-00009544	간의	간/NNB + 의/JKG
BTHO0394-00009545	경쟁이	경쟁/NNG + 이/JKC
BTHO0394-00009546	아닌	아니/VCN + ᆫ/ETM
BTHO0394-00009547	세계의	세계/NNG + 의/JKG
BTHO0394-00009548	대학들과의	대학/NNG + 들/XSN + 과/JKB + 의/JKG
BTHO0394-00009549	경쟁차원에서	경쟁/NNG + 차원/NNG + 에서/JKB
BTHO0394-00009550	이해되어야	이해/NNG + 되/XSV + 어야/EC
BTHO0394-00009551	한다.	하/VX + ᆫ다/EF + ./SF
</p>
<p>
BTHO0394-00009552	아울러,	아울러/MAG + ,/SP
BTHO0394-00009553	선진국의	선진국/NNG + 의/JKG
BTHO0394-00009554	대학들은	대학/NNG + 들/XSN + 은/JX
BTHO0394-00009555	그	그/MM
BTHO0394-00009556	기능과	기능/NNG + 과/JC
BTHO0394-00009557	역할에	역할/NNG + 에/JKB
BTHO0394-00009558	있어서	있/VV + 어서/EC
BTHO0394-00009559	이미	이미/MAG
BTHO0394-00009560	많은	많/VA + 은/ETM
BTHO0394-00009561	변화를	변화/NNG + 를/JKO
BTHO0394-00009562	겪어오고	겪/VV + 어/EC + 오/VX + 고/EC
BTHO0394-00009563	있다.	있/VX + 다/EF + ./SF
</p>
<p>
BTHO0394-00009564	기존의	기존/NNG + 의/JKG
BTHO0394-00009565	교육과	교육/NNG + 과/JC
BTHO0394-00009566	연구	연구/NNG
BTHO0394-00009567	기능	기능/NNG
BTHO0394-00009568	외에	외/NNB + 에/JKB
BTHO0394-00009569	에	에/IC
BTHO0394-00009570	추가하여	추가/NNG + 하/XSV + 아/EC
BTHO0394-00009571	지식생산의	지식/NNG + 생산/NNG + 의/JKG
BTHO0394-00009572	중심지로서	중심지/NNG + 로서/JKB
BTHO0394-00009573	그리고	그리고/MAJ
BTHO0394-00009574	경제성장을	경제/NNG + 성장/NNG + 을/JKO
BTHO0394-00009575	위한	위하/VV + ᆫ/ETM
BTHO0394-00009576	핵심적	핵심/NNG + 적/XSN
BTHO0394-00009577	역할을	역할/NNG + 을/JKO
BTHO0394-00009578	하는	하/VV + 는/ETM
BTHO0394-00009579	곳으로	곳/NNG + 으로/JKB
BTHO0394-00009580	변화되고	변화/NNG + 되/XSV + 고/EC
BTHO0394-00009581	있다.	있/VX + 다/EF + ./SF
</p>
<p>
BTHO0394-00009582	이처럼,	이/NP + 처럼/JKB + ,/SP
BTHO0394-00009583	대학이	대학/NNG + 이/JKS
BTHO0394-00009584	기업,	기업/NNG + ,/SP
BTHO0394-00009585	연구소,	연구소/NNG + ,/SP
BTHO0394-00009586	정부	정부/NNG
BTHO0394-00009587	등	등/NNB
BTHO0394-00009588	다양한	다양/NNG + 하/XSA + ᆫ/ETM
BTHO0394-00009589	주체와의	주체/NNG + 와/JKB + 의/JKG
BTHO0394-00009590	관계를	관계/NNG + 를/JKO
BTHO0394-00009591	확대하면서	확대/NNG + 하/XSV + 면서/EC
BTHO0394-00009592	지식생산의	지식/NNG + 생산/NNG + 의/JKG
BTHO0394-00009593	중심적	중심/NNG + 적/XSN
BTHO0394-00009594	역할을	역할/NNG + 을/JKO
BTHO0394-00009595	수행하기	수행/NNG + 하/XSV + 기/ETN
BTHO0394-00009596	위해서는	위하/VV + 아서/EC + 는/JX
BTHO0394-00009597	대학의	대학/NNG + 의/JKG
BTHO0394-00009598	기능이	기능/NNG + 이/JKS
BTHO0394-00009599	다양하게	다양/NNG + 하/XSA + 게/EC
BTHO0394-00009600	발전할	발전/NNG + 하/XSV + ᆯ/ETM
BTHO0394-00009601	수	수/NNB
BTHO0394-00009602	있어야	있/VV + 어야/EC
BTHO0394-00009603	하며,	하/VX + 며/EC + ,/SP
BTHO0394-00009604	이를	이/NP + 를/JKO
BTHO0394-00009605	위해서는	위하/VV + 아서/EC + 는/JX
BTHO0394-00009606	대학에	대학/NNG + 에/JKB
BTHO0394-00009607	자율성이	자율/NNG + 성/XSN + 이/JKS
BTHO0394-00009608	부여되어야	부여/NNG + 되/XSV + 어야/EC
BTHO0394-00009609	한다.	하/VX + ᆫ다/EF + ./SF
</p>
<p>
BTHO0394-00009610	여기서는	여기/NP + 서/JKB + 는/JX
BTHO0394-00009611	선진국의	선진국/NNG + 의/JKG
BTHO0394-00009612	대학들이	대학/NNG + 들/XSN + 이/JKS
BTHO0394-00009613	겪는	겪/VV + 는/ETM
BTHO0394-00009614	변화의	변화/NNG + 의/JKG
BTHO0394-00009615	모습을	모습/NNG + 을/JKO
BTHO0394-00009616	살펴본	살펴보/VV + ᆫ/ETM
BTHO0394-00009617	후,	후/NNG + ,/SP
BTHO0394-00009618	왜	왜/MAG
BTHO0394-00009619	대학의	대학/NNG + 의/JKG
BTHO0394-00009620	자율성이	자율/NNG + 성/XSN + 이/JKS
BTHO0394-00009621	경쟁에서	경쟁/NNG + 에서/JKB
BTHO0394-00009622	살아남기	살아남/VV + 기/ETN
BTHO0394-00009623	위한	위하/VV + ᆫ/ETM
BTHO0394-00009624	필요조건이	필요조건/NNG + 이/JKC
BTHO0394-00009625	되는지	되/VV + 는지/EC
BTHO0394-00009626	살펴보도록	살펴보/VV + 도록/EC
BTHO0394-00009627	하자.	하/VX + 자/EF + ./SF
</p>
<head>
BTHO0394-00009628	7.1	7/SN + ./SP + 1/SN
BTHO0394-00009629	대학의	대학/NNG + 의/JKG
BTHO0394-00009630	역할과	역할/NNG + 과/JC
BTHO0394-00009631	기능의	기능/NNG + 의/JKG
BTHO0394-00009632	변화Ⅰ:	변화/NNG + Ⅰ/SW + :/SP
BTHO0394-00009633	대학혁명	대학/NNG + 혁명/NNG
</head>
<p>
BTHO0394-00009634	대학의	대학/NNG + 의/JKG
BTHO0394-00009635	역할과	역할/NNG + 과/JC
BTHO0394-00009636	기능의	기능/NNG + 의/JKG
BTHO0394-00009637	변화를	변화/NNG + 를/JKO
BTHO0394-00009638	논의할	논의/NNG + 하/XSV + ᆯ/ETM
BTHO0394-00009639	때,	때/NNG + ,/SP
BTHO0394-00009640	우리는	우리/NP + 는/JX
BTHO0394-00009641	흔히	흔히/MAG
BTHO0394-00009642	두	두/MM
BTHO0394-00009643	차례에	차례/NNG + 에/JKB
BTHO0394-00009644	걸친	걸치/VV + ᆫ/ETM
BTHO0394-00009645	대학혁명(academic	대학/NNG + 혁명/NNG + (/SS + academic/SL
BTHO0394-00009646	revolution)을	revolution/SL + )/SS + 을/JKO
BTHO0394-00009647	논하게	논하/VV + 게/EC
BTHO0394-00009648	된다.	되/VV + ᆫ다/EF + ./SF
</p>
<p>
BTHO0394-00009649	왜냐하면,	왜냐하면/MAG + ,/SP
BTHO0394-00009650	서구의	서구/NNP + 의/JKG
BTHO0394-00009651	대학은	대학/NNG + 은/JX
BTHO0394-00009652	두	두/MM
BTHO0394-00009653	차례에	차례/NNG + 에/JKB
BTHO0394-00009654	걸친	걸치/VV + ᆫ/ETM
BTHO0394-00009655	대학혁명을	대학/NNG + 혁명/NNG + 을/JKO
BTHO0394-00009656	통해	통하/VV + 아/EC
BTHO0394-00009657	대학의	대학/NNG + 의/JKG
BTHO0394-00009658	기능이	기능/NNG + 이/JKS
BTHO0394-00009659	교육,	교육/NNG + ,/SP
BTHO0394-00009660	연구,	연구/NNG + ,/SP
BTHO0394-00009661	경제발전	경제/NNG + 발전/NNG
BTHO0394-00009662	기여로	기여/NNG + 로/JKB
BTHO0394-00009663	확대되어	확대/NNG + 되/XSV + 어/EC
BTHO0394-00009664	왔기	오/VX + 았/EP + 기/ETN
BTHO0394-00009665	때문이다.	때문/NNB + 이/VCP + 다/EF + ./SF
</p>
<p>
BTHO0394-00009666	19세기	19/SN + 세기/NNG
BTHO0394-00009667	이전	이전/NNG
BTHO0394-00009668	서구대학의	서구/NNP + 대학/NNG + 의/JKG
BTHO0394-00009669	주요	주요/NNG
BTHO0394-00009670	기능은	기능/NNG + 은/JX
BTHO0394-00009671	상류층의	상류/NNG + 층/XSN + 의/JKG
BTHO0394-00009672	교양	교양/NNG
BTHO0394-00009673	교육과	교육/NNG + 과/JC
BTHO0394-00009674	신학,	신학/NNG + ,/SP
BTHO0394-00009675	법학,	법학/NNG + ,/SP
BTHO0394-00009676	의학분야의	의학/NNG + 분야/NNG + 의/JKG
BTHO0394-00009677	전문가	전문가/NNG
BTHO0394-00009678	교육이었다.	교육/NNG + 이/VCP + 었/EP + 다/EF + ./SF
</p>
<p>
BTHO0394-00009679	따라서,	따라서/MAJ + ,/SP
BTHO0394-00009680	대학교수는	대학교수/NNG + 는/JX
BTHO0394-00009681	전문	전문/NNG
BTHO0394-00009682	지식을	지식/NNG + 을/JKO
BTHO0394-00009683	전달할	전달/NNG + 하/XSV + ᆯ/ETM
BTHO0394-00009684	수	수/NNB
BTHO0394-00009685	있는	있/VV + 는/ETM
BTHO0394-00009686	것으로	것/NNB + 으로/JKB
BTHO0394-00009687	충분했으며,	충분/XR + 하/XSA + 았/EP + 으며/EC + ,/SP
BTHO0394-00009688	논문,	논문/NNG + ,/SP
BTHO0394-00009689	출판	출판/NNG
BTHO0394-00009690	등	등/NNB
BTHO0394-00009691	새로운	새롭/VA + ᆫ/ETM
BTHO0394-00009692	지식을	지식/NNG + 을/JKO
BTHO0394-00009693	창조할	창조/NNG + 하/XSV + ᆯ/ETM
BTHO0394-00009694	것을	것/NNB + 을/JKO
BTHO0394-00009695	요구받지	요구/NNG + 받/VV + 지/EC
BTHO0394-00009696	않았다.	않/VX + 았/EP + 다/EF + ./SF
</p>
<p>
BTHO0394-00009697	이	이/MM
BTHO0394-00009698	당시	당시/NNG
BTHO0394-00009699	새로운	새롭/VA + ᆫ/ETM
BTHO0394-00009700	지식	지식/NNG
BTHO0394-00009701	창조는	창조/NNG + 는/JX
BTHO0394-00009702	대학	대학/NNG
BTHO0394-00009703	교수	교수/NNG
BTHO0394-00009704	개인의	개인/NNG + 의/JKG
BTHO0394-00009705	능력과	능력/NNG + 과/JC
BTHO0394-00009706	의지에	의지/NNG + 에/JKB
BTHO0394-00009707	따라	따르/VV + 아/EC
BTHO0394-00009708	발생한	발생/NNG + 하/XSV + ᆫ/ETM
BTHO0394-00009709	일이었다.	일/NNG + 이/VCP + 었/EP + 다/EF + ./SF
</p>
<p>
BTHO0394-00009710	19세기에	19/SN + 세기/NNG + 에/JKB
BTHO0394-00009711	발생한	발생/NNG + 하/XSV + ᆫ/ETM
BTHO0394-00009712	1차	1/SN + 차/NNB
BTHO0394-00009713	대학혁명(First	대학/NNG + 혁명/NNG + (/SS + First/SL
BTHO0394-00009714	academic	academic/SL
BTHO0394-00009715	revolution)에서는	revolution/SL + )/SS + 에서/JKB + 는/JX
BTHO0394-00009716	교양	교양/NNG
BTHO0394-00009717	있는	있/VV + 는/ETM
BTHO0394-00009718	상류계층	상류/NNG + 계층/NNG
BTHO0394-00009719	교육	교육/NNG
BTHO0394-00009720	외에	외/NNB + 에/JKB
BTHO0394-00009721	연구를	연구/NNG + 를/JKO
BTHO0394-00009722	통한	통하/VV + ᆫ/ETM
BTHO0394-00009723	지식창조가	지식/NNG + 창조/NNG + 가/JKS
BTHO0394-00009724	대학의	대학/NNG + 의/JKG
BTHO0394-00009725	새로운	새롭/VA + ᆫ/ETM
BTHO0394-00009726	기능으로	기능/NNG + 으로/JKB
BTHO0394-00009727	부상하였다.	부상/NNG + 하/XSV + 았/EP + 다/EF + ./SF
</p>
<p>
BTHO0394-00009728	19세기	19/SN + 세기/NNG
BTHO0394-00009729	독일	독일/NNP
BTHO0394-00009730	대학들,	대학/NNG + 들/XSN + ,/SP
BTHO0394-00009731	그	그/MM
BTHO0394-00009732	중에서도	중/NNB + 에서/JKB + 도/JX
BTHO0394-00009733	신설된	신설/NNG + 되/XSV + ᆫ/ETM
BTHO0394-00009734	베를린	베를린/NNP
BTHO0394-00009735	대학에서	대학/NNG + 에서/JKB
BTHO0394-00009736	처음으로	처음/NNG + 으로/JKB
BTHO0394-00009737	교육	교육/NNG
BTHO0394-00009738	외에	외/NNB + 에/JKB
BTHO0394-00009739	연구를	연구/NNG + 를/JKO
BTHO0394-00009740	강조하는	강조/NNG + 하/XSV + 는/ETM
BTHO0394-00009741	움직임이	움직임/NNG + 이/JKS
BTHO0394-00009742	생겨났다.	생겨나/VV + 았/EP + 다/EF + ./SF
</p>
<p>
BTHO0394-00009743	베를린	베를린/NNP
BTHO0394-00009744	대학은	대학/NNG + 은/JX
BTHO0394-00009745	새로운	새롭/VA + ᆫ/ETM
BTHO0394-00009746	대학	대학/NNG
BTHO0394-00009747	이념을	이념/NNG + 을/JKO
BTHO0394-00009748	표방하면서	표방/NNG + 하/XSV + 면서/EC
BTHO0394-00009749	교수	교수/NNG
BTHO0394-00009750	임용과	임용/NNG + 과/JC
BTHO0394-00009751	승진에서	승진/NNG + 에서/JKB
BTHO0394-00009752	논문	논문/NNG
BTHO0394-00009753	출판실적과	출판/NNG + 실적/NNG + 과/JC
BTHO0394-00009754	전문성을	전문/NNG + 성/XSN + 을/JKO
BTHO0394-00009755	중요한	중요/NNG + 하/XSA + ᆫ/ETM
BTHO0394-00009756	기준으로	기준/NNG + 으로/JKB
BTHO0394-00009757	적용하였다.	적용/NNG + 하/XSV + 았/EP + 다/EF + ./SF
</p>
<p>
BTHO0394-00009758	연구를	연구/NNG + 를/JKO
BTHO0394-00009759	강조하는	강조/NNG + 하/XSV + 는/ETM
BTHO0394-00009760	교수	교수/NNG
BTHO0394-00009761	임용기준은	임용/NNG + 기준/NNG + 은/JX
BTHO0394-00009762	독일	독일/NNP
BTHO0394-00009763	대학들	대학/NNG + 들/XSN
BTHO0394-00009764	간의	간/NNB + 의/JKG
BTHO0394-00009765	경쟁체제를	경쟁/NNG + 체제/NNG + 를/JKO
BTHO0394-00009766	통해	통하/VV + 아/EC
BTHO0394-00009767	독일	독일/NNP
BTHO0394-00009768	전역으로	전역/NNG + 으로/JKB
BTHO0394-00009769	확대되었다.	확대/NNG + 되/XSV + 었/EP + 다/EF + ./SF
</p>
<p>
BTHO0394-00009770	대학에	대학/NNG + 에/JKB
BTHO0394-00009771	연구기능이	연구/NNG + 기능/NNG + 이/JKS
BTHO0394-00009772	도입되면서	도입/NNG + 되/XSV + 면서/EC
BTHO0394-00009773	대학에서	대학/NNG + 에서/JKB
BTHO0394-00009774	생산된	생산/NNG + 되/XSV + ᆫ/ETM
BTHO0394-00009775	지식의	지식/NNG + 의/JKG
BTHO0394-00009776	활용에	활용/NNG + 에/JKB
BTHO0394-00009777	대한	대하/VV + ᆫ/ETM
BTHO0394-00009778	정부와	정부/NNG + 와/JC
BTHO0394-00009779	산업의	산업/NNG + 의/JKG
BTHO0394-00009780	성과와	성과/NNG + 와/JC
BTHO0394-00009781	기대가	기대/NNG + 가/JKS
BTHO0394-00009782	커지고	커지/VV + 고/EC
BTHO0394-00009783	그에	그/NP + 에/JKB
BTHO0394-00009784	따라	따르/VV + 아/EC
BTHO0394-00009785	대학-산업-정부의	대학/NNG + -/SS + 산업/NNG + -/SS + 정부/NNG + 의/JKG
BTHO0394-00009786	새로운	새롭/VA + ᆫ/ETM
